"X","Y_true","Y_pred"
"mariner","மரைனர்","மாரினர்"
"paathaikalum","பாதைகளும்","பாதைகளும்"
"kuuttappatta","கூட்டப்பட்ட","கூட்டப்பட்ட"
"paathip","பாதிப்","பாதிப்"
"grand","கிராண்ட்","கிராண்ட்"
"kamban","கம்பன்","கம்பன்"
"cheyalpadum","செயல்படும்","செயல்பாடும்"
"kalvikkaga","கல்விக்காக","கல்விக்காக"
"sangamaththil","சங்கமத்தில்","சங்கமத்தில்"
"rend","ரேண்ட்","ரென்"
"yaaridamum","யாரிடமும்","யாரிடமும்"
"tharakutiya","தரக்கூடிய","தரக்குடிய"
"thozhumpoothu","தொழும்போது","தொழும்போது"
"vouulga","வோல்கா","வோல்க"
"chuttinar","சூட்டினர்","சுட்டினர்"
"leakkin","லீக்கின்","லெக்கின்"
"maalai","மாலை","மாலை"
"cargalin","கார்களின்","கர்களின்"
"goalgalai","கோல்களை","கோல்களை"
"pandrikal","பன்றிகள்","பன்றிகள்"
"poongulali","பூங்குழலி","பூங்குளலி"
"kozhuppil","கொழுப்பில்","கொழுப்பில்"
"kinniyaa","கிண்ணியா","கின்னியா"
"niiro","நீரோ","நிரோ"
"naro","நீரோ","நாரோ"
"aengchal","ஏஞ்சல்","ஏங்கில்"
"sarathikal","சாரதிகள்","சரதிகள்"
"seiyappattapoothu","செய்யப்பட்டபோது","செய்யப்பட்டபோது"
"vittral","விற்றல்","விற்றல்"
"ezhuthiyullanar","எழுதியுள்ளனர்","எழுதியுள்ளனர்"
"thayaaraanathu","தயாரானது","தயாரானது"
"adhiradi","அதிரடி","அதிராதி"
"karanamaakap","காரணமாகப்","காரணமாகப்"
"thevaalaya","தேவாலய","தேவாலாய"
"navam","நவம்","நவாம்"
"surrivara","சுற்றிவர","சுற்றிவர"
"aayvukal","ஆய்வுகள்","ஆய்வுகள்"
"uruppugalukkum","உறுப்புகளுக்கும்","உறுப்புகளுக்கும்"
"kalalai","கழலை","கலலை"
"palagaigal","பலகைகள்","பலகைகள்"
"koorappattu","கூறப்பட்டு","கூறப்பட்டு"
"cornar","கார்னர்","கார்னர்"
"innalgal","இன்னல்கள்","இந்நால்கள்"
"koorappatta","கூறப்பட்ட","கூறப்பட்ட"
"evarukkum","எவருக்கும்","இவருக்கும்"
"puunaa","பூனா","பூணா"
"kuuraamal","கூறாமல்","கூறாமல்"
"seiyappattirundha","செய்யப்பட்டிருந்த","செய்யப்பட்டிருந்த"
"padhinaezhyaam","பதினேழாம்","பதினேழியம்"
"thunburuthal","துன்புறுத்தல்","துன்புருதல்"
"thyaagaraja","தியாகராஜ","தியாகரா"
"sangkangkalukku","சங்கங்களுக்கு","சங்கங்களுக்கு"
"koodadhu","கூடாது","கூடத்து"
"aalayangkalai","ஆலயங்களை","ஆலையங்களை"
"aantathu","ஆண்டது","ஆண்டது"
"nigazhvai","நிகழ்வை","நிகழ்வை"
"theettappattullathu","தீட்டப்பட்டுள்ளது","தீட்டப்பட்டுள்ளது"
"beatless","பீட்டில்ஸ்","பெட்டிஸ்"
"pirammam","பிரம்மம்","பிரம்மம்"
"saritha","சரிதா","சரித"
"kadarkaraiyil","கடற்கரையில்","கடர்களையில்"
"virathanggal","விரதங்கள்","விரதங்கள்"
"balu","பளு","பாலு"
"beatlej","பீட்டில்ஸ்","பெட்லி"
"deepak","தீபக்","தீபாக்"
"pottu","பொட்டு","போட்டு"
"payirkalum","பயிர்களும்","பயிற்களும்"
"yookkiyamaana","யோக்கியமான","யூக்கியமான"
"yuii","யூ","யோ"
"urudhiyaana","உறுதியான","உறுதியான"
"corq","கார்க்","கோர்க்"
"vaelaiyaaka","வேலையாக","வேளையாக"
"pesalaam","வாங்க","பேசலாம்"
"satiis","சதீஷ்","சாட்டிஸ்"
"thoortharshan","தூர்தர்ஷன்","தூர்த்தர்சன்"
"kaaranattait","காரணத்தைத்","காரணத்திட்"
"kuutam","கூட்டம்","கூட்டம்"
"padaiththathu","படைத்தது","படைத்தது"
"titaniuum","டைட்டானியம்","திட்டமிடும்"
"odisi","ஒடிசி","ஒடிசி"
"veelchchiyum","வீழ்ச்சியும்","வீழ்ச்சியும்"
"thamizhagatthukku","தமிழகத்துக்கு","தமிழகத்துக்கு"
"choazhar","சோழர்","சோழர்"
"kaidhiyin","கைதியின்","கைதியின்"
"kaaranamaakap","காரணமாகப்","காரணமாகப்"
"irumurai","இருமுறை","இருமுறை"
"pinpura","பின்புற","பின்புர"
"auuguust","ஆகஸ்ட்","ஆக்கூட்"
"peththi","பேத்தி","பெத்தி"
"gen","ஜென்","கென்"
"ludhiaanaa","லூதியானா","லுதியான"
"edhirpaarppu","எதிர்பார்ப்பு","எதிர்பாற்புப்"
"tamilagam","தமிழகம்","தமிழக்கம்"
"sangangalukku","சங்கங்களுக்கு","சங்கங்களுக்கு"
"urii","யூரி","உரி"
"tharakkoodiya","தரக்கூடிய","தரக்கோடிய"
"vanurti","உலங்கு","வனுர்றி"
"sirithu","சிறிது","சிறிது"
"chakthi","ஓம்","சக்தி"
"vaguththadhu","வகுத்தது","வகுத்தது"
"vaayilaagavum","வாயிலாகவும்","வாயிலாகவும்"
"thambathiyinarukku","தம்பதியினருக்கு","தம்பதியிரிக்கும்"
"pogap","போகப்","போகப்"
"centar","சென்டர்","சென்டர்"
"daiddaniyam","டைட்டானியம்","தெட்ட்டினாயம்"
"thaathu","தாது","தாது"
"vidayamaaka","விடயமாக","விடையமாக"
"theerppaayam","தீர்ப்பாயம்","தீர்ப்பாயம்"
"soolappattadhu","சூழப்பட்டது","சூழப்பட்டது"
"kaalattai","காலத்தை","காலத்தை"
"poriththu","பொரித்து","பொரித்து"
"ahmedabadil","அகமதாபாத்தில்","அகாதிபர்பில்"
"paduththiya","படுத்திய","படுத்திய"
"vaazhvu","வாழ்வு","வாழ்வு"
"aada","அடா","ஆட"
"alakaal","அலகால்","அலகால்"
"zapaan","ஜப்பான்","ஜபான்"
"seethakathi","சீதக்காதி","சீதாததி"
"adhilaeyae","அதிலேயே","அதிலேயே"
"maadan","மாடன்","மாடன்"
"kuvaa","குவா","குவா"
"seethakkaathi","சீதக்காதி","சீதக்காதி"
"anuradhapuraththil","அனுராதபுரத்தில்","அனுகரப்பட்டிரில்"
"padippai","படிப்பை","படிப்பை"
"thamizhakam","தமிழகம்","தமிழகம்"
"patutthiyathu","படுத்தியது","படுத்தியது"
"ever","எவர்","எவர்"
"paandavarkalukkum","பாண்டவர்களுக்கும்","பாண்டவர்களுக்கும்"
"vakkeel","வக்கீல்","வக்கேல்"
"sanggamum","சங்கமும்","சங்கமும்"
"vaey","வேய்","வே"
"veezhchchiyum","வீழ்ச்சியும்","வீழ்ச்சியும்"
"pathinaelaam","பதினேழாம்","பதினேலாம்"
"poagap","போகப்","போகப்"
"suttrulaap","சுற்றுலாப்","சுற்றுமாப்"
"aenai","ஏனை","ஏனை"
"golf","கோல்ப்","கால்ப்"
"subha","சுபா","சுபா"
"injchi","இஞ்சி","இஞ்சி"
"vakuththa","வகுத்த","வகுத்த"
"kuudumaana","கூடுமான","கூடுமான"
"pamp","பம்ப்","பம்பு"
"maadhulai","மாதுளை","மாதுலை"
"karachy","கராச்சி","கராச்சி"
"maarpai","மார்பை","மார்பை"
"cheynn","செயின்","சென்"
"thiraikkup","திரைக்குப்","திரைக்குப்"
"qyts","கீட்ஸ்","கிட்ஸ்"
"vaguththal","வகுத்தல்","வகுத்தல்"
"kaettaa","கேட்டா","கேட்டா"
"suvasikkkum","சுவாசிக்கும்","சுவசிக்கும்"
"awgast","ஆகஸ்ட்","அக்கர்ட்"
"microowsooft","மைக்ரோசாப்ட்","மிக்ரூஸ்போடு"
"akaththikkeerai","அகத்திக்கீரை","அகத்திக்கையை"
"mahees","மகேஷ்","மகேஷ்"
"aangalin","ஆண்களின்","ஆங்களின்"
"radaar","ரேடார்","ராடர்"
"thavil","தவில்","தேவில்"
"velsh","வெல்ஷ்","வெல்ஸ்"
"mishan","மிஷன்","மிசன்"
"naeyargal","நேயர்கள்","நேயர்கள்"
"corka","கார்க்","கோர்க"
"paavangal","பாவங்கள்","பாவங்கள்"
"segarippadhil","சேகரிப்பதில்","சேகரிப்பதில்"
"maalikaikku","மாளிகைக்கு","மாலிகைக்கு"
"saralamaaga","சரளமாக","சரலாமக"
"thayaalan","தயாளன்","தயாலன்"
"viyantha","வியந்த","வியந்த"
"inrith","இன்றித்","இன்றித்"
"aatti","ஆட்டி","ஆட்டி"
"thavikkum","தவிக்கும்","தவிக்கும்"
"veechuthal","வீசுதல்","வீசுதல்"
"nee","நீ","நி"
"kodooramaaka","கொடூரமாக","கூடோராமக்"
"aanthai","ஆந்தை","ஆந்தை"
"kulaththirku","குளத்திற்கு","குழத்திற்கு"
"nigazhthagavu","நிகழ்தகவு","நிகழ்தகக்"
"thudaippam","துடைப்பம்","துடைப்பம்"
"inniruvananggal","இந்நிறுவனங்கள்","இந்நிரவில்கள்கள்"
"koali","கோலி","கோலி"
"meenavar","மீனவர்","மீனவர்"
"wouuter","வாட்டர்","வாட்டர்"
"prachaaram","பிரசாரம்","பிரச்சாரம்"
"mecrosoft","மைக்ரோசாப்ட்","மெக்ரீபிர்"
"thuravigalin","துறவிகளின்","துறவிகளின்"
"kofii","கோபி","கோபி"
"varadham","வரதம்","வரதம்"
"kezh","கேள்","கெல்"
"uudakam","ஊடகம்","ஊடகம்"
"adiittii","அதிதி","அடிட்டி"
"aangalidam","ஆண்களிடம்","ஆங்களிடம்"
"pethonn","பைதான்","பெத்தான்"
"veruththa","வெறுத்த","வெருத்த"
"qool","கூல்","கோல்"
"idugaigalil","இடுகைகளில்","இடுகைகளில்"
"kavalaippadum","கவலைப்படும்","கவலைப்படும்"
"vaangguthal","வாங்குதல்","வாங்குதல்"
"prabhuvin","பிரபுவின்","பிரபுவின்"
"vaalvar","வாழ்வர்","வாழ்வர்"
"kollaadhu","கொள்ளாது","கொள்ளாது"
"raamayanam","ராமாயணம்","ராமயமம்"
"payanpaduththavillai","பயன்படுத்தவில்லை","பயன்படுத்தியலி"
"sent","செயிண்ட்","சென்"
"kalloori","கல்லூரி","கல்லோரி"
"goalie","கோலி","கோலி"
"thalaivarai","தலைவரை","தலைவரை"
"neduncheralathan","நெடுஞ்சேரலாதன்","நெடுஞ்சாரதானன்"
"hungaeriyil","ஹங்கேரியில்","ஹுக்கேரியில்"
"nelsan","நெல்சன்","நெல்சன்"
"emili","எமிலி","எமிலி"
"saaradhigal","சாரதிகள்","சாரதிகள்"
"ippatai","இப்படை","இப்படை"
"roaka","சர்வ","ரோகா"
"amerikkar","அமெரிக்கர்","அமெரிக்கர்"
"kadanthadhu","கடந்தது","கடந்தது"
"babel","பாபேல்","பாப்"
"sooraavalikal","சூறாவளிகள்","சூராவலிகள்"
"kanavanathu","கணவனது","கணவனத்து"
"valankunar","வழங்குநர்","வழங்குனர்"
"vazhikaattu","வழிகாட்டு","வழிகாட்டு"
"solvadhenral","சொல்வதென்றால்","சொல்வத்திலர்"
"koduramana","கொடூரமான","கொடுரமான"
"thalamaanathu","தளமானது","தலமானது"
"vadapuram","வடபுறம்","வடப்புரம்"
"aalayath","ஆலயத்","ஆலையத்"
"paandavarkalil","பாண்டவர்களில்","பாண்டவர்களில்"
"ukandhavai","உகந்தவை","உகந்தவை"
"bakyaraaj","பாக்யராஜ்","பாக்காரியா"
"vaeroruvar","வேறொருவர்","வேரூருவர்"
"kadandhadhu","கடந்தது","கடந்தது"
"baangaak","பாங்காக்","பாங்காக்"
"koolli","கோலி","கோல்லி"
"privinarae","பிரிவினரே","பிரிவினாலி"
"naadukadaththa","நாடுகடத்த","நாடுகத்தா"
"seiyappattan","செய்யப்பட்டான்","செய்யப்பட்டன்"
"aanchchanaeyar","ஆஞ்சநேயர்","ஆஞ்சனையர்"
"kuurapatta","கூறப்பட்ட","கூறப்பட்ட"
"vaazhvae","வாழ்வும்","வாழ்வே"
"pooki","போகி","போகி"
"kalakattanggalil","காலகட்டங்களில்","கலகட்டங்களில்"
"mupparimaana","முப்பரிமாண","முப்பரிமான"
"seyarpaadugalaiyum","செயற்பாடுகளையும்","செயற்பாடுகளையும்"
"pudhumaigal","புதுமைகள்","புதுமைகள்"
"gopii","கோபி","கோபி"
"pirathyeagaamana","பிரத்யேகமான","பிரதியாகமான"
"paathakaththai","பாதகத்தை","பாதகத்தை"
"thaiththuvamaana","தனித்துவமான","தைத்துவமான"
"thaervin","தேர்வின்","தேர்வின்"
"kidangu","கிடங்கு","கிடாங்கு"
"odeesee","ஒடிசி","ஒடீசி"
"indana","இந்தியானா","இந்தன"
"pinpuramaaka","பின்புறமாக","பின்புரமாக"
"cittanta","சைவ","சிட்டன்ன"
"piranthathaaka","பிறந்ததாக","பிறந்ததாக"
"kitaikkinra","கிடைக்கின்ற","கிடைக்கின்ற"
"koatpaatukalin","கோட்பாடுகளின்","கோட்பாடுகளின்"
"malaiyadivaaraththil","மலையடிவாரத்தில்","மலைவடிடாதத்தில்"
"sampirathaya","சம்பிரதாய","சம்பிரத்தைய"
"karthikeyan","கார்த்திகேயன்","கார்திகியன்"
"urga","உருக","உர்க"
"kadithatthil","கடிதத்தில்","கடிதத்தில்"
"odeessei","ஒடிசி","ஒடீச்சி"
"avathaaranggal","அவதாரங்கள்","அவதாரங்கள்"
"suvarin","சுவரின்","சுவரின்"
"thalavaata","தளவாட","தலவாட"
"aankalilum","ஆண்களிலும்","ஆங்களிலும்"
"veeraraaga","வீரராக","வீரராக"
"thulaiyai","துளையை","துலையை"
"cankangalai","சங்கங்களை","சங்கங்களை"
"magilchchiyutan","மகிழ்ச்சியுடன்","மகிழ்ச்சுவுடன்"
"sooravaliyil","சூறாவளியில்","சூரவனியில்"
"nathiyilirunthu","நதியிலிருந்து","நதியிலிருந்து"
"hungaryyil","ஹங்கேரியில்","ஹங்கரியில்"
"uruvaagiyulla","உருவாகியுள்ள","உருவாகின்றன"
"paduththiyullathu","படுத்தியுள்ளது","படுத்தியுள்ளது"
"sasanaththil","சாசனத்தில்","சவலத்தில்"
"oththuzhaiyaamai","ஒத்துழையாமை","ஒத்துழையையை"
"pithonn","பைதான்","பிதான்"
"thampathi","தம்பதி","தம்பதி"
"niroo","நீரோ","நிரோ"
"americaavil","அமெரிக்காவில்","அமெரிக்காயில்"
"thozhilin","தொழிலின்","தொழிலின்"
"kooppaigalai","கோப்பைகளை","கோப்பைகளை"
"zed","ஜெட்","ஜெட்"
"eesanin","ஈசனின்","ஈசனின்"
"vaguththa","வகுத்த","வகுத்த"
"sernthu","சேர்ந்து","சேர்ந்து"
"unavukalaiyum","உணவுகளையும்","உணவுகளையும்"
"vaadiya","வாடிய","வாடிய"
"tamilagatthaich","தமிழகத்தைச்","தமிழகத்தாச்"
"magilchchiyaaga","மகிழ்ச்சியாக","மகிழ்ச்சியாக"
"yaerpaduvatharku","ஏற்படுவதற்கு","ஏற்படுவதற்கு"
"vetrtridam","வெற்றிடம்","வெற்றிடம்"
"mummuramaaka","மும்முரமாக","மும்முரமாக"
"peruvatharkaagavum","பெறுவதற்காகவும்","பெருவதற்காகவும்"
"aayeraththai","ஆயிரத்தை","ஆயர்தத்தை"
"geethai","கீதை","கீதை"
"senti","சென்டி","செண்டி"
"aarvamum","ஆர்வமும்","ஆர்வமும்"
"manickka","மாணிக்க","மனிக்கா"
"guuerrilla","கொரில்லா","குறில்லில"
"samayththal","சமைத்தல்","சமைத்தல்"
"kartu","சிம்","கார்ட்"
"tamilakap","தமிழகப்","தமிழககப்"
"deepanggal","தீபங்கள்","தீபங்கள்"
"idiththu","இடித்து","இடித்து"
"voolka","வோல்கா","வோல்க"
"kaanbiththadhu","காண்பித்தது","காண்பித்தது"
"darvinn","டார்வின்","டார்வின்"
"aditi","அதிதி","அடிடி"
"saralamaka","சரளமாக","சரலாமக"
"sabari","சபரி","சபாரி"
"carson","கார்சன்","கார்சன்"
"charavarththi","சக்ரவர்த்தி","சரவத்தி"
"seimadhi","செய்மதி","செய்மதி"
"veppamaaga","வெப்பமாக","வெப்பமாக"
"nedunjeralaadhan","நெடுஞ்சேரலாதன்","நெடுஞ்சாரதாதன்"
"saandoa","சாண்டோ","சாண்டோ"
"muthaliyavarkal","முதலியவர்கள்","முதலியவர்கள்"
"cakkarangalai","சக்கரங்களை","சக்கக்களை"
"odissi","ஒடிசி","ஒடிச்சி"
"parisoathiththu","பரிசோதித்து","பரிசோதித்து"
"noolaga","நூலக","நூலக"
"soottik","சூட்டிக்","சூட்டிக்"
"jappan","ஜப்பான்","ஜப்பன்"
"sivappirakasa","சிவப்பிரகாச","சிவப்பிரகாச"
"padhippiththullaar","பதிப்பித்துள்ளார்","பதிப்பித்துள்ளார்"
"kayitrin","கயிற்றின்","கையிர்டின்"
"vilimbukal","விளிம்புகள்","விளிம்புகள்"
"zaapaan","ஜப்பான்","ஜாபான்"
"barnala","பர்னாலா","பர்னலா"
"netrip","நெற்றிப்","நெட்ரிப்"
"qul","கூல்","குல்"
"ambalavaanar","அம்பலவாணர்","அம்பவவானர்"
"yelimaiyaakak","எளிமையாகக்","எளிமையாகக்"
"thadanggalil","தடங்களில்","தடங்களில்"
"thoatruviththavar","தோற்றுவித்தவர்","தோற்றுவித்தவர்"
"mohammedhu","முகம்மது","மோகம்மிது"
"kodhikkum","கொதிக்கும்","கொதிக்கும்"
"vidhya","வித்தியா","வித்யா"
"ilakkin","இலக்கின்","இலக்கின்"
"ibraakim","இப்ராகிம்","இப்ராகிம்"
"yerpadak","ஏற்படக்","ஏற்படக்"
"rupavauhini","ரூபவாஹினி","ரூபவவிதி"
"solvadhai","சொல்வதை","சொல்வதை"
"thamakkaena","தமக்கென","தமக்கேன"
"varikalai","வரிகளை","வரிகளை"
"eattrukkondu","ஏற்றுக்கொண்டு","ஏற்றுக்கொண்டு"
"sanggiligal","சங்கிலிகள்","சங்கிலிகள்"
"sype","சைப்","சிப்"
"nerittathu","நேரிட்டது","நெரித்தது"
"torch","டார்ச்","டார்ஸ்"
"kuantumm","குவாண்டம்","குண்டும்"
"aasram","ஆசிரமம்","ஆஸ்தாம்"
"soazhar","சோழர்","சோழர்"
"aerpadavum","ஏற்படவும்","ஏற்படவும்"
"thalanagalil","பிற","தலனாகளில்"
"pirabhuvin","பிரபுவின்","பிரபுவின்"
"thontriyathal","தோன்றியதால்","தோன்றியதால்"
"lakshmee","லட்சுமி","லாக்சி"
"kallurigazhum","கல்லூரிகளும்","கள்ளுரிகளும்"
"mookkum","மூக்கும்","மூக்கும்"
"vilupuram","விழுப்புரம்","விளுபுரம்"
"thirumangkaiyazhvar","திருமங்கையாழ்வார்","திருமங்கவைவ்வர்"
"yaelakiri","ஏலகிரி","ஏலகிரி"
"kirubai","கிருபை","கிருப்பை"
"poattiyil","போட்டியில்","போட்டியில்"
"sarayu","சரயு","சரைம்"
"inthiyaavai","இந்தியாவை","இந்தியாவை"
"kurichi","குறிச்சி","குறிச்சி"
"surrender","சரணடைய","சுற்றென்டர்"
"oxford","ஆக்ஸ்போர்ட்","ஆக்போர்"
"koottangalai","கூட்டங்களை","கூட்டங்களை"
"verumaiyaaga","வெறுமையாக","வெருமையாக"
"serbiia","செர்பியா","சேர்பிய"
"keenneel","கேனல்","கீன்னெல்"
"ippaathai","இப்பாதை","இப்பாதை"
"nigalththa","நிகழ்த்த","நிகழ்த்த"
"raedaar","ரேடார்","ராடார்"
"koovai","கோவை","கோவை"
"santharppangalil","சந்தர்ப்பங்களில்","சந்தர்ப்பங்களில்"
"kalloorikalum","கல்லூரிகளும்","கள்ளோரிகளும்"
"ioore","யூரி","யூரி"
"sampirathaaya","சம்பிரதாய","சம்பிரத்தாய"
"andri","அன்றி","அன்றி"
"sim","சிம்","சிம்"
"nedunjchaeralaathan","நெடுஞ்சேரலாதன்","நெடுஞ்சாரதாதன்"
"pandhiyil","பந்தியில்","பந்தியில்"
"angkeegariththullathu","அங்கீகரித்துள்ளது","அங்கீகடிடுந்தது"
"roower","ரோவர்","ரோவர்"
"suvarkal","சுவர்கள்","சுவர்கள்"
"marukkavae","மறுக்கவே","மருக்கவே"
"indiavil","இந்தியாவில்","இந்தியாவில்"
"thamizhakatthaich","தமிழகத்தைச்","தமிழகத்தைச்"
"el","எள்","யல்"
"tharavugalai","தரவுகளை","தரவுகளை"
"pakisthanukku","பாகிஸ்தானுக்கு","பகிச்சாட்குக்"
"sangiliyai","சங்கிலியை","சங்கிலியை"
"aiathimuka","அஇஅதிமுக","அயாதிம்பா"
"uruvaakkappadum","உருவாக்கப்படும்","உருவாக்கப்படும்"
"gopy","கோபி","கோபி"
"kaettapoadhu","கேட்டபோது","கேட்டபோது"
"kaetanar","கேட்டனர்","கேடனார்"
"nigalvugalin","நிகழ்வுகளின்","நிகழ்வுகளின்"
"plant","பிளாண்ட்","பிளான்"
"azhakiyaana","அழகியான","அழகியான"
"muhammath","முஹம்மத்","முகம்மத்"
"maiyamaaka","மையமாக","மையமாக"
"syriyan","சிரியன்","சிரியன்"
"narampukal","நரம்புகள்","நரம்புகள்"
"akazhvaaivil","அகழாய்வில்","அகல்வாவ்வில்"
"machuuthikku","மசூதிக்கு","மசுத்திக்கு"
"thanthirankalil","தந்திரங்களில்","தந்திரங்களில்"
"karmam","கர்மம்","கர்மம்"
"saravanapavan","சரவணபவன்","சரவவபானன்"
"koll","கொள்","கால்"
"uraiyaadalkalai","உரையாடல்களை","உரையாடங்களை"
"kaalanikal","காலணிகள்","காலநிகள்"
"seyalizhandu","செயலிழந்து","செயலிலது"
"laddu","லட்டு","லாட்டு"
"vaaganangkalin","வாகனங்களின்","வாகஙங்களின்"
"poonaa","பூனா","போனா"
"vaiguntarin","வைகுண்டரின்","வைகுண்டலின்"
"poluthu","படிக்கும்","பொழுது"
"thontriyulathu","தோன்றியுள்ளது","தோன்றியுள்ளது"
"einid","எனிட்","எனித்"
"intiyana","இந்தியானா","இந்தியன"
"solarkalukku","சோழர்களுக்கு","சொலர்களுக்கு"
"avaludan","அவளுடன்","அவலுடன்"
"asokan","அசோகன்","அசோகன்"
"naanaa","நானா","நானா"
"uyirvaala","உயிர்வாழ","உயிர்வால"
"kuuttattin","கூட்டத்தின்","கூட்டத்தின்"
"aththiyaayaththin","அத்தியாயத்தின்","அத்தியாயத்தின்"
"karmanggal","கர்மங்கள்","கர்மங்கள்"
"tirumulukku","திருமுழுக்கு","திருமுலுக்கு"
"kuwaa","குவா","குவா"
"setees","சதீஷ்","சேட்ஸ்"
"panigazh","பணிகள்","பணிகள்"
"probuvin","பிரபுவின்","பிராப்டிவின்"
"anurathapuram","அனுராதபுரம்","அனுகரப்பட்டம்"
"saantham","சாந்தம்","சாந்தம்"
"koolgalai","கோல்களை","கூல்களை"
"adiyilirunthu","அடியிலிருந்து","அடியிலிருந்து"
"adanggiyadhu","அடங்கியது","அடங்கியது"
"ennikkaiyaana","எண்ணிக்கையான","எண்ணிக்கையான"
"raanuvath","ராணுவத்","ராணுவத்"
"appaadal","அப்பாடல்","அப்பாடல்"
"other","இதர","ஒதேர்"
"eiyalpaiyum","இயல்பையும்","இயல்பையும்"
"tamilagaththai","தமிழகத்தை","தமிழகத்தை"
"chankankalai","சங்கங்களை","சங்கங்களை"
"anuppiyathu","அனுப்பியது","அனுப்பியது"
"vinchi","விஞ்சி","வின்சி"
"soozhappattullathu","சூழப்பட்டுள்ளது","சூழப்பட்டுள்ளது"
"riisii","ரிஷி","ரிசி"
"thokaiyee","தொகையே","தொகையே"
"kozhumbil","கொழும்பில்","கொழும்பில்"
"sangamikkum","சங்கமிக்கும்","சங்கம்கிலும்"
"kiuubaa","கியூபா","கோபா"
"aariyar","ஆரியர்","ஆறியர்"
"kaimaari","கைமாறி","கைமாரி"
"vaiguntar","வைகுண்டர்","வைகுன்டர்"
"nesan","நிசான்","நேசன்"
"aatrtralil","ஆற்றலில்","ஆற்றலில்"
"kaaranamaagum","காரணமாகும்","காரணமாகும்"
"solvathaaka","சொல்வதாக","சொல்வதாக"
"satees","சதீஷ்","சாட்ஸ்"
"anthony","அந்தோனி","அந்தோணி"
"scotch","ஸ்காட்ச்","ஸ்கோட்"
"nirvaagaththilum","நிர்வாகத்திலும்","நிர்வாகத்திலும்"
"vaethi","வேதி","வேதி"
"tamilaringar","தமிழறிஞர்","தமிழரிக்கர்"
"irusakkara","இருசக்கர","இருவக்கர"
"pirandhadhaaga","பிறந்ததாக","பிறந்ததாக"
"ivaigalai","இவைகளை","இவைகளை"
"giitaa","கீதை","கிடா"
"paes","ஃபேஸ்","பாஸ்"
"yerpaduvatharku","ஏற்படுவதற்கு","ஏற்படுவதற்கு"
"wells","வெல்ஷ்","வெல்ல்ஸ்"
"kandarinththa","கண்டறிந்த","கண்டறித்த"
"aalosanaigal","ஆலோசனைகள்","ஆலோசனைகள்"
"sasanangal","சாசனங்கள்","சசலங்கள்"
"saanji","சாஞ்சி","சான்சி"
"payanpatuththuvathai","பயன்படுத்துவதை","பயன்படுத்துவதை"
"muyandraar","முயன்றார்","முயன்றார்"
"koottaaka","கூட்டாக","கூட்டாக"
"oppandhak","ஒப்பந்தக்","ஒப்பந்தக்"
"pozhuthil","மாலைப்","பொழுதில்"
"skaatlaandhin","ஸ்காட்லாந்தின்","ஸ்காண்லாந்தின்"
"narachiman","நரசிம்மன்","நரச்சினன்"
"sarvarkal","சர்வர்கள்","சர்வர்கள்"
"ayrooppiya","அய்ரோப்பிய","ஐரோப்பிய"
"vaei","வேய்","வே"
"kilaiv","கிளைவ்","கிளை"
"isaikkaruvikalai","இசைக்கருவிகளை","இசைக்கிற்கிகளை"
"serkkaiyin","சேர்க்கையின்","சேர்க்கையின்"
"vairamuttu","கபிலன்","வைரமுட்டு"
"qeeran","கிரண்","கீரன்"
"sivanthu","சிவந்து","சிவந்து"
"kuuttaaka","கூட்டாக","கூட்டாக"
"viratha","விரத","விரத"
"chelutthinar","செலுத்தினர்","செலுத்தினர்"
"vamsaththil","வம்சத்தில்","வம்சத்தில்"
"vazhanguvathudan","வழங்குவதுடன்","வழங்குவத்டன்"
"amaichchup","அமைச்சுப்","அமைச்சுப்"
"asok","அசோகா","அசோக்"
"bangkok","பாங்காக்","பங்கோக்"
"vazhinadaththinaar","வழிநடத்தினார்","வழினதத்தினார்"
"malaiyadivaara","மலையடிவார","மலைவடியார"
"mahaayana","மகாயான","மகாயன"
"thadayangalai","தடயங்களை","தடைங்களை"
"koovaiyil","கோவையில்","கோவையில்"
"alavukalum","அளவுகளும்","அளவுகளும்"
"hairiss","ஹாரிஸ்","ஹெர்ஸ்ஸ்"
"ketta","கேட்டா","கெட்டா"
"pathippitthullaar","பதிப்பித்துள்ளார்","பதிப்பிட்துள்ளார்"
"thokuppaiyum","தொகுப்பையும்","தொகுப்பையும்"
"kootch","கட்ச்","கூட்சி"
"vaaganamaga","வாகனமாக","வாகமாளக"
"kodooramaaga","கொடூரமாக","கூடோராமக்"
"qyran","கிரண்","கிரான்"
"nearo","நீரோ","நீரோ"
"mahesan","மகேசன்","மகேசன்"
"aruppukkottai","அருப்புக்கோட்டை","அருப்புக்கொட்டை"
"aalosanaikalayum","ஆலோசனைகளையும்","ஆலிசனைகளையும்"
"moondrarai","மூன்றரை","மூன்றரை"
"kuraindhe","குறைந்தே","குறைந்து"
"kargalin","கார்களின்","காற்களின்"
"irppu","ஈர்ப்பு","இற்பு"
"odysey","ஒடிசி","ஒடிசி"
"sakravarththi","சக்ரவர்த்தி","சக்கரவர்த்தி"
"pakiirathan","பகீரதன்","பகிரத்தான்"
"thuvangkappatta","துவங்கப்பட்ட","துவங்கப்பட்ட"
"chutrtrivara","சுற்றிவர","சுற்றிவர"
"paarppavar","வேலைப்","பார்ப்பவர்"
"guerilla","கொரில்லா","குறில்ல்"
