"X","Y_true","Y_pred"
"naeyargal","நேயர்கள்","நாயங்கள்"
"corka","கார்க்","சேர்க்க"
"paavangal","பாவங்கள்","பாவங்கள்"
"segarippadhil","சேகரிப்பதில்","செகரிப்பதில்"
"maalikaikku","மாளிகைக்கு","மாழிகைக்கு"
"saralamaaga","சரளமாக","சரமமாக"
"thayaalan","தயாளன்","தயாலர்"
"viyantha","வியந்த","வியந்த"
"inrith","இன்றித்","இன்றித்"
"aatti","ஆட்டி","ஆட்டி"
"thavikkum","தவிக்கும்","தவிக்கும்"
"veechuthal","வீசுதல்","வீசுதல்"
"nee","நீ","ரி"
"kodooramaaka","கொடூரமாக","கொடிரமாக"
"aanthai","ஆந்தை","ஆந்தை"
"kulaththirku","குளத்திற்கு","குலத்திற்கு"
"nigazhthagavu","நிகழ்தகவு","நிகழ்கதால்"
"thudaippam","துடைப்பம்","துடைப்பல்"
"inniruvananggal","இந்நிறுவனங்கள்","இன்நிருவர்கள்"
"koali","கோலி","கோலி"
"meenavar","மீனவர்","மீரவர்"
"wouuter","வாட்டர்","வெல்ட்டர்"
"prachaaram","பிரசாரம்","பிரச்சாரம்"
"mecrosoft","மைக்ரோசாப்ட்","ஜென்சோப்ட்ட்"
"thuravigalin","துறவிகளின்","துறைவிகளின்"
"kofii","கோபி","கோபி"
"varadham","வரதம்","வரத்தம்"
"kezh","கேள்","கேலி"
"uudakam","ஊடகம்","முடகம்"
"adiittii","அதிதி","அடித்தி"
"aangalidam","ஆண்களிடம்","ஆங்களிடம்"
"pethonn","பைதான்","போத்தர்"
"veruththa","வெறுத்த","வெருத்த"
"qool","கூல்","கோல்"
"idugaigalil","இடுகைகளில்","இடுகைகளில்"
"kavalaippadum","கவலைப்படும்","கவவைப்படும்"
"vaangguthal","வாங்குதல்","வாங்குதல்"
"prabhuvin","பிரபுவின்","பிரபிலின்"
"vaalvar","வாழ்வர்","வாழ்வர்"
"kollaadhu","கொள்ளாது","கொள்ளாது"
"raamayanam","ராமாயணம்","ராமாயமம்"
"payanpaduththavillai","பயன்படுத்தவில்லை","பயன்படுத்துவலை"
"sent","செயிண்ட்","செர்ட்"
"kalloori","கல்லூரி","கல்மீரி"
"goalie","கோலி","கோலி"
"thalaivarai","தலைவரை","தலைவரை"
"neduncheralathan","நெடுஞ்சேரலாதன்","நெடுந்தெலரத்தன்"
"hungaeriyil","ஹங்கேரியில்","இல்கோரியில்"
"nelsan","நெல்சன்","ராக்கன்"
"emili","எமிலி","எலிலி"
"saaradhigal","சாரதிகள்","சாரதிகள்"
"ippatai","இப்படை","இப்படை"
"roaka","சர்வ","ரோக"
"amerikkar","அமெரிக்கர்","அமெரிக்கன்"
"kadanthadhu","கடந்தது","கடந்தது"
"babel","பாபேல்","பாப்"
"sooraavalikal","சூறாவளிகள்","சீராளவிகள்"
"kanavanathu","கணவனது","கரவானது"
"valankunar","வழங்குநர்","வழங்குரன்"
"vazhikaattu","வழிகாட்டு","வழிகாட்டு"
"solvadhenral","சொல்வதென்றால்","செல்வத்துரம்"
"koduramana","கொடூரமான","கொடுரமான"
"thalamaanathu","தளமானது","தலமானது"
"vadapuram","வடபுறம்","வடபுரம்"
"aalayath","ஆலயத்","ஆலவத்"
"paandavarkalil","பாண்டவர்களில்","பாண்டவர்களில்"
"ukandhavai","உகந்தவை","உகந்தவை"
"bakyaraaj","பாக்யராஜ்","பாக்வராம்"
"vaeroruvar","வேறொருவர்","வேனிருவர்"
"kadandhadhu","கடந்தது","கடந்தது"
"baangaak","பாங்காக்","பார்க்காக்"
"koolli","கோலி","கோல்லி"
"privinarae","பிரிவினரே","பிரிவினான்"
"naadukadaththa","நாடுகடத்த","நாடுகடத்த"
"seiyappattan","செய்யப்பட்டான்","செய்யப்பட்டார்"
"aanchchanaeyar","ஆஞ்சநேயர்","ஆர்ச்சரையன்"
"kuurapatta","கூறப்பட்ட","கூரப்பட்ட"
"vaazhvae","வாழ்வும்","வாழ்வே"
"pooki","போகி","போக்கி"
"kalakattanggalil","காலகட்டங்களில்","கலகத்தங்களில்"
"mupparimaana","முப்பரிமாண","முப்பரிலான"
"seyarpaadugalaiyum","செயற்பாடுகளையும்","செயற்பாடுகளையும்"
"pudhumaigal","புதுமைகள்","புதுமைகள்"
"gopii","கோபி","கோபி"
"pirathyeagaamana","பிரத்யேகமான","பிரதிகமாக"
"paathakaththai","பாதகத்தை","பாதகத்தை"
"thaiththuvamaana","தனித்துவமான","தைத்துவரான"
"thaervin","தேர்வின்","தேர்வின்"
"kidangu","கிடங்கு","கிடங்கு"
"odeesee","ஒடிசி","எட்டோச்"
"indana","இந்தியானா","இந்தன"
"pinpuramaaka","பின்புறமாக","பின்புரமாக"
"cittanta","சைவ","சிட்டர்ட"
"piranthathaaka","பிறந்ததாக","பிரந்ததாக"
"kitaikkinra","கிடைக்கின்ற","கிடைக்கின்ற"
"koatpaatukalin","கோட்பாடுகளின்","கோட்பாடுகளின்"
"malaiyadivaaraththil","மலையடிவாரத்தில்","மலையாடரியத்தில்"
"sampirathaya","சம்பிரதாய","சம்பிரத்த"
"karthikeyan","கார்த்திகேயன்","காந்திகியர்"
"urga","உருக","உர்க"
"kadithatthil","கடிதத்தில்","கடிதத்தில்"
"odeessei","ஒடிசி","எட்தோச்சி"
"avathaaranggal","அவதாரங்கள்","அவதாரங்கள்"
"suvarin","சுவரின்","சுவானின்"
"thalavaata","தளவாட","தலவாட"
"aankalilum","ஆண்களிலும்","ஆங்களிலும்"
"veeraraaga","வீரராக","வீரராக"
"thulaiyai","துளையை","துளையை"
"cankangalai","சங்கங்களை","சங்கங்களை"
"magilchchiyutan","மகிழ்ச்சியுடன்","மகிழ்சிச்துடன்"
"sooravaliyil","சூறாவளியில்","சீரமவியில்"
"nathiyilirunthu","நதியிலிருந்து","நதியிலிருந்து"
"hungaryyil","ஹங்கேரியில்","இல்கரியில்"
"uruvaagiyulla","உருவாகியுள்ள","உருவாகிலுள்ள"
"paduththiyullathu","படுத்தியுள்ளது","படுத்தியுள்ளது"
"sasanaththil","சாசனத்தில்","சமாதத்தில்"
"oththuzhaiyaamai","ஒத்துழையாமை","எத்துமையைலை"
"pithonn","பைதான்","பித்தர்"
"thampathi","தம்பதி","தம்பத்தி"
"niroo","நீரோ","நினோ"
"americaavil","அமெரிக்காவில்","அமெரிக்காவில்"
"thozhilin","தொழிலின்","தொழிலின்"
"kooppaigalai","கோப்பைகளை","கோப்பைகளை"
"zed","ஜெட்","ஜெட்"
"eesanin","ஈசனின்","ஈசானின்"
"vaguththa","வகுத்த","வகுத்த"
"sernthu","சேர்ந்து","சேர்ந்து"
"unavukalaiyum","உணவுகளையும்","உறவுகளையும்"
"vaadiya","வாடிய","வாடிய"
"tamilagatthaich","தமிழகத்தைச்","தமிழரத்தைச்"
"magilchchiyaaga","மகிழ்ச்சியாக","மகிச்சியாக"
"yaerpaduvatharku","ஏற்படுவதற்கு","ஏற்படுவதற்கு"
"vetrtridam","வெற்றிடம்","வெற்றிடம்"
"mummuramaaka","மும்முரமாக","முழுமமாக"
"peruvatharkaagavum","பெறுவதற்காகவும்","பெருவதற்காகவும்"
"aayeraththai","ஆயிரத்தை","ஆயோரத்தை"
"geethai","கீதை","கோதை"
"senti","சென்டி","செர்டி"
"aarvamum","ஆர்வமும்","ஆர்வலும்"
"manickka","மாணிக்க","மரிய்க்க"
"guuerrilla","கொரில்லா","குளார்ரில்ல"
"samayththal","சமைத்தல்","சலைத்தல்"
"kartu","சிம்","கண்டு"
"tamilakap","தமிழகப்","தமிழகாப்"
"deepanggal","தீபங்கள்","தீபர்கள்"
"idiththu","இடித்து","இடித்து"
"voolka","வோல்கா","வீல்க"
"kaanbiththadhu","காண்பித்தது","காற்பித்தது"
"darvinn","டார்வின்","டார்வின்"
"aditi","அதிதி","அடிடி"
"saralamaka","சரளமாக","சரமமாக"
"sabari","சபரி","சபாரி"
"carson","கார்சன்","சார்சர்"
"charavarththi","சக்ரவர்த்தி","சரவந்தி"
"seimadhi","செய்மதி","செய்லதி"
"veppamaaga","வெப்பமாக","வெப்பமாக"
"nedunjeralaadhan","நெடுஞ்சேரலாதன்","நெடுஞ்சலாவத்"
"saandoa","சாண்டோ","சாந்தே"
"muthaliyavarkal","முதலியவர்கள்","முதலியவர்கள்"
"cakkarangalai","சக்கரங்களை","சக்கரங்களை"
"odissi","ஒடிசி","எடிட்சி"
"parisoathiththu","பரிசோதித்து","பரிசோதித்து"
"noolaga","நூலக","நூலாக"
"soottik","சூட்டிக்","சீட்டிக்"
"jappan","ஜப்பான்","மாப்பர்"
"sivappirakasa","சிவப்பிரகாச","சிவப்பிரராக"
"padhippiththullaar","பதிப்பித்துள்ளார்","பதிப்பிட்துள்ளார்"
"kayitrin","கயிற்றின்","கயிற்றின்"
"vilimbukal","விளிம்புகள்","விளில்புகள்"
"zaapaan","ஜப்பான்","மாபார்"
"barnala","பர்னாலா","பன்னம"
"netrip","நெற்றிப்","நெட்டிப்"
"qul","கூல்","கு"
"ambalavaanar","அம்பலவாணர்","அம்பலாளரர்"
"yelimaiyaakak","எளிமையாகக்","எளிமையாகக்"
"thadanggalil","தடங்களில்","தடங்களில்"
"thoatruviththavar","தோற்றுவித்தவர்","தோற்றுவிட்தலர்"
"mohammedhu","முகம்மது","மோலமுத்து"
"kodhikkum","கொதிக்கும்","கொதிக்கும்"
"vidhya","வித்தியா","விதிய"
"ilakkin","இலக்கின்","இலக்கின்"
"ibraakim","இப்ராகிம்","இப்காகில்"
"yerpadak","ஏற்படக்","ஏற்படக்"
"rupavauhini","ரூபவாஹினி","நுபாவலினி"
"solvadhai","சொல்வதை","செல்வதை"
"thamakkaena","தமக்கென","தலக்கான"
"varikalai","வரிகளை","வணிகளை"
"eattrukkondu","ஏற்றுக்கொண்டு","ஏற்றுக்கொண்டு"
"sanggiligal","சங்கிலிகள்","சங்கிலிகள்"
"sype","சைப்","சிப்"
"nerittathu","நேரிட்டது","நெரித்தது"
"torch","டார்ச்","தேர்சி"
"kuantumm","குவாண்டம்","கிராட்ட்சும்"
"aasram","ஆசிரமம்","ஆஸ்ரம்"
"soazhar","சோழர்","சோழன்"
"aerpadavum","ஏற்படவும்","ஏற்படவும்"
"thalanagalil","பிற","தலரககில்"
"pirabhuvin","பிரபுவின்","பிரபில்வின்"
"thontriyathal","தோன்றியதால்","தோன்றியதால்"
"lakshmee","லட்சுமி","மக்ச்சி"
"kallurigazhum","கல்லூரிகளும்","கல்லுறிகளும்"
"mookkum","மூக்கும்","மீக்கும்"
"vilupuram","விழுப்புரம்","விழுப்புரம்"
"thirumangkaiyazhvar","திருமங்கையாழ்வார்","திருமங்கவியவர்"
"yaelakiri","ஏலகிரி","யாலகினி"
"kirubai","கிருபை","கிருப்பை"
"poattiyil","போட்டியில்","போட்டியில்"
"sarayu","சரயு","சரைல்"
"inthiyaavai","இந்தியாவை","இந்தியாவை"
"kurichi","குறிச்சி","குரிச்சி"
"surrender","சரணடைய","சுற்றென்றர்"
"oxford","ஆக்ஸ்போர்ட்","எக்பர்ட்"
"koottangalai","கூட்டங்களை","கோட்டங்களை"
"verumaiyaaga","வெறுமையாக","வெருமையாக"
"serbiia","செர்பியா","சென்பிய"
"keenneel","கேனல்","கூர்ரோல்"
"ippaathai","இப்பாதை","இப்பாதை"
"nigalththa","நிகழ்த்த","நிகழ்த்த"
"raedaar","ரேடார்","நாடான்"
"koovai","கோவை","கோவை"
"santharppangalil","சந்தர்ப்பங்களில்","சந்தப்பங்களில்"
"kalloorikalum","கல்லூரிகளும்","கல்மீரிகளும்"
"ioore","யூரி","யோரோ"
"sampirathaaya","சம்பிரதாய","சம்பிரத்தா"
"andri","அன்றி","அன்றி"
"sim","சிம்","சில்"
"nedunjchaeralaathan","நெடுஞ்சேரலாதன்","நெடுந்துலாசதான்"
"pandhiyil","பந்தியில்","பந்தியில்"
"angkeegariththullathu","அங்கீகரித்துள்ளது","அங்கீகரித்துள்ளது"
"roower","ரோவர்","நீவன்"
"suvarkal","சுவர்கள்","சுவங்கள்"
"marukkavae","மறுக்கவே","மருக்கவே"
"indiavil","இந்தியாவில்","இந்தியாவில்"
"thamizhakatthaich","தமிழகத்தைச்","தமிழரத்தைச்"
"el","எள்","ஆல்"
"tharavugalai","தரவுகளை","தரவுகளை"
"pakisthanukku","பாகிஸ்தானுக்கு","பாகிஸ்தர்குக்கு"
"sangiliyai","சங்கிலியை","சங்கிலியை"
"aiathimuka","அஇஅதிமுக","அயதிலுக்க"
"uruvaakkappadum","உருவாக்கப்படும்","உருவாக்கப்படும்"
"gopy","கோபி","கோபி"
"kaettapoadhu","கேட்டபோது","கேட்டபோது"
"kaetanar","கேட்டனர்","கோடனர்"
"nigalvugalin","நிகழ்வுகளின்","நிகழ்குகளின்"
"plant","பிளாண்ட்","பிளான்"
"azhakiyaana","அழகியான","அழகியான"
"muhammath","முஹம்மத்","உழம்மத்"
"maiyamaaka","மையமாக","மையலாக"
"syriyan","சிரியன்","சிறியன்"
"narampukal","நரம்புகள்","நரம்புகள்"
"akazhvaaivil","அகழாய்வில்","அகழ்வாயில்"
"machuuthikku","மசூதிக்கு","மழுவிக்கு"
"thanthirankalil","தந்திரங்களில்","தந்திரங்களில்"
"karmam","கர்மம்","கர்மம்"
"saravanapavan","சரவணபவன்","சரவவாபாவர்"
"koll","கொள்","கோல்"
"uraiyaadalkalai","உரையாடல்களை","உரையாடல்களை"
"kaalanikal","காலணிகள்","காலரிகள்"
"seyalizhandu","செயலிழந்து","செயலிலாருத்து"
"laddu","லட்டு","மட்டு"
"vaaganangkalin","வாகனங்களின்","வாகரங்களின்"
"poonaa","பூனா","பீரா"
"vaiguntarin","வைகுண்டரின்","வைகுண்டரின்"
"poluthu","படிக்கும்","பொலுது"
"thontriyulathu","தோன்றியுள்ளது","தோன்றியுள்ளது"
"einid","எனிட்","ஹிரிஸ்"
"intiyana","இந்தியானா","இந்தியான"
"solarkalukku","சோழர்களுக்கு","சேலங்களுக்கு"
"avaludan","அவளுடன்","அவலுடன்"
"asokan","அசோகன்","அசோகன்"
"naanaa","நானா","நாரா"
"uyirvaala","உயிர்வாழ","மிர்வால"
"kuuttattin","கூட்டத்தின்","கூட்டத்தின்"
"aththiyaayaththin","அத்தியாயத்தின்","அத்தியாவத்தின்"
"karmanggal","கர்மங்கள்","கண்மங்கள்"
"tirumulukku","திருமுழுக்கு","திருமுமுக்கு"
"kuwaa","குவா","குவா"
"setees","சதீஷ்","செட்டோஸ்"
"panigazh","பணிகள்","பணிகள்"
"probuvin","பிரபுவின்","பிரிப்லியின்"
"anurathapuram","அனுராதபுரம்","அருமனத்தன்"
"saantham","சாந்தம்","சாந்தல்"
"koolgalai","கோல்களை","கூல்களை"
"adiyilirunthu","அடியிலிருந்து","அடியிலிருந்து"
"adanggiyadhu","அடங்கியது","அடங்கியது"
"ennikkaiyaana","எண்ணிக்கையான","ஒன்றிக்கையான"
"raanuvath","ராணுவத்","நாருவத்"
"appaadal","அப்பாடல்","அப்பாடம்"
"other","இதர","எத்தர்"
"eiyalpaiyum","இயல்பையும்","இயல்பையும்"
"tamilagaththai","தமிழகத்தை","தமிழகத்தை"
"chankankalai","சங்கங்களை","சங்கங்களை"
"anuppiyathu","அனுப்பியது","அருப்பியது"
"vinchi","விஞ்சி","வின்சி"
"soozhappattullathu","சூழப்பட்டுள்ளது","சூழப்பட்டுள்ளது"
"riisii","ரிஷி","ரிச்சி"
"thokaiyee","தொகையே","தெகையோ"
"kozhumbil","கொழும்பில்","கொழும்பில்"
"sangamikkum","சங்கமிக்கும்","சங்களிக்கும்"
"kiuubaa","கியூபா","கிலிப்பா"
"aariyar","ஆரியர்","ஆரியன்"
"kaimaari","கைமாறி","கைலாரி"
"vaiguntar","வைகுண்டர்","வைகுண்டன்"
"nesan","நிசான்","ராசன்"
"aatrtralil","ஆற்றலில்","ஆற்றலில்"
"kaaranamaagum","காரணமாகும்","காரணமாகும்"
"solvathaaka","சொல்வதாக","செல்வதாக"
"satees","சதீஷ்","சத்தால்"
"anthony","அந்தோனி","அந்தோணி"
"scotch","ஸ்காட்ச்","ஸ்கேட்டி"
"nirvaagaththilum","நிர்வாகத்திலும்","நிற்வாகத்திலும்"
"vaethi","வேதி","வேதி"
"tamilaringar","தமிழறிஞர்","தமிழரின்கன்"
"irusakkara","இருசக்கர","இருசக்கன"
"pirandhadhaaga","பிறந்ததாக","பிரந்ததாக"
"ivaigalai","இவைகளை","இவைகளை"
"giitaa","கீதை","கிடா"
"paes","ஃபேஸ்","பாஸ்"
"yerpaduvatharku","ஏற்படுவதற்கு","ஏற்படுவதற்கு"
"wells","வெல்ஷ்","வெல்ஸ்"
"kandarinththa","கண்டறிந்த","கண்டனித்த"
"aalosanaigal","ஆலோசனைகள்","ஆலேசனைகள்"
"sasanangal","சாசனங்கள்","சாசரங்கள்"
"saanji","சாஞ்சி","சார்சி"
"payanpatuththuvathai","பயன்படுத்துவதை","பயன்படுத்துவதை"
"muyandraar","முயன்றார்","முயன்றான்"
"koottaaka","கூட்டாக","கூட்டாக"
"oppandhak","ஒப்பந்தக்","ஒப்பத்தக்"
"pozhuthil","மாலைப்","பொழுதில்"
"skaatlaandhin","ஸ்காட்லாந்தின்","ஸ்காட்டாண்டின்"
"narachiman","நரசிம்மன்","நரச்சினர்"
"sarvarkal","சர்வர்கள்","சர்வர்கள்"
"ayrooppiya","அய்ரோப்பிய","ஐரோப்பிய"
"vaei","வேய்","வேய்"
"kilaiv","கிளைவ்","கிளை"
"isaikkaruvikalai","இசைக்கருவிகளை","இசைக்கங்கிலிகை"
"serkkaiyin","சேர்க்கையின்","செர்க்கையின்"
"vairamuttu","கபிலன்","வைரமுட்டு"
"qeeran","கிரண்","கூரர்"
"sivanthu","சிவந்து","சிவந்து"
"kuuttaaka","கூட்டாக","கூட்டாக"
"viratha","விரத","விரத்த"
"chelutthinar","செலுத்தினர்","செலுத்தினன்"
"vamsaththil","வம்சத்தில்","வல்சத்தில்"
"vazhanguvathudan","வழங்குவதுடன்","வழங்குவதுடன்"
"amaichchup","அமைச்சுப்","அமைச்சுப்"
"asok","அசோகா","அசிக்"
"bangkok","பாங்காக்","பங்கிக்"
"vazhinadaththinaar","வழிநடத்தினார்","வழினடத்தினார்"
"malaiyadivaara","மலையடிவார","மலையடியான"
"mahaayana","மகாயான","மகாயான"
"thadayangalai","தடயங்களை","தடவங்களை"
"koovaiyil","கோவையில்","கோவையில்"
"alavukalum","அளவுகளும்","அளவுகளும்"
"hairiss","ஹாரிஸ்","ஹாரிய்ஸ்"
"ketta","கேட்டா","கொட்டா"
"pathippitthullaar","பதிப்பித்துள்ளார்","பதிப்பிட்டுள்ளார்"
"thokuppaiyum","தொகுப்பையும்","தொகுப்பையும்"
"kootch","கட்ச்","கோட்டி"
"vaaganamaga","வாகனமாக","வாகராக"
"kodooramaaga","கொடூரமாக","கொடிரமாக"
"qyran","கிரண்","கினான்"
"nearo","நீரோ","ரோன்"
"mahesan","மகேசன்","மாக்சன்"
"aruppukkottai","அருப்புக்கோட்டை","அருப்புக்கொண்டை"
"aalosanaikalayum","ஆலோசனைகளையும்","ஆமெசனைகளையும்"
"moondrarai","மூன்றரை","மூன்றனை"
"kuraindhe","குறைந்தே","குறைந்தே"
"kargalin","கார்களின்","கண்களின்"
"irppu","ஈர்ப்பு","இற்பு"
"odysey","ஒடிசி","எடிட்சி"
"sakravarththi","சக்ரவர்த்தி","சக்கவத்தி"
"pakiirathan","பகீரதன்","பகிரத்தன்"
"thuvangkappatta","துவங்கப்பட்ட","துவங்கப்பட்ட"
"chutrtrivara","சுற்றிவர","சுற்றிவன"
"paarppavar","வேலைப்","பார்ப்பவர்"
"guerilla","கொரில்லா","குளோரியா"
"thoattruviththaar","தோற்றுவித்தார்","தோற்றுவிட்தான்"
"naadoadi","நாடோடி","நாடேடி"
"turbo","டர்போ","துருப்"
"thayaranathu","தயாரானது","தயாரரது"
"koappaikkaana","கோப்பைக்கான","கோப்பைக்கான"
"rajarajanin","ராஜராஜனின்","நாமரமானின்"
"europe","அய்ரோப்பிய","ஐரோப்ப்"
"rover","ரோவர்","நாவர்"
"seiyyappattathu","செய்யப்பட்டது","செய்யப்பட்டது"
"paanankal","பானங்கள்","பாரங்கள்"
"samamaaga","சமமாக","சமமாக"
"therkkilirundhu","தெற்கிலிருந்து","தெங்கிலிருந்து"
"adikku","அடிக்கு","அடிக்கு"
"parappazhavai","பரப்பளவை","பரப்பலவை"
"illaiyenil","இல்லையெனில்","இல்லேயினில்"
"qamio","கேமியோ","காலி"
"azhiththaan","அழித்தான்","அழித்தார்"
"yelimaiyaaga","எளிமையாக","எளிமையாக"
"vetrida","வெற்றிட","வெற்றிட"
"jet","ஜெட்","ஜெட்"
"pee","பீ","போ"
"neero","நீரோ","ரீன்"
"sattrup","சற்றுப்","சற்றுப்"
"paithonn","பைதான்","பேதர்"
"matravargalin","மற்றவர்களின்","மற்றவர்களின்"
"yeithum","எய்தும்","யோதும்"
"kuuttangalaiyum","கூட்டங்களையும்","கூட்டங்களையும்"
"ivaiyellaam","இவையெல்லாம்","இவையுள்ளால்"
"jaennr","ஜென்னர்","மேன்"
"varathan","வரதன்","வரத்தார்"
"asoqaa","அசோகா","அசோகா"
"latcha","இலட்ச","மட்ச"
"chikkana","சிக்கன","சிக்கன"
"kadavule","கடவுளே","கடவும்"
"pugalpetrtra","புகழ்பெற்ற","புகல்பெற்ற"
"teta","டாடா","தேடா"
"udalil","உடலில்","உடலில்"
"matravargalaiyum","மற்றவர்களையும்","மற்றவர்களையும்"
"volgaa","வோல்கா","வெல்கா"
"palu","பளு","பால்"
"thekka","தேக்க","தொக்க"
"sivam","சிவம்","சிவால்"
"arrakkan","அரக்கன்","அண்ணக்கர்"
"panigalukkup","பணிகளுக்குப்","பணிகளுக்குப்"
"kuvintatu","குவிந்தது","குவின்ந்து"
"maicroosooft","மைக்ரோசாப்ட்","மெய்சூசிப்ப்"
"vanpunarvu","வன்புணர்வு","வண்புரரும்"
"kambarin","கம்பரின்","கம்பரின்"
"inkaa","இன்கா","இங்கா"
"tamilakatthai","தமிழகத்தை","தமிழகத்தை"
"amsankalum","அம்சங்களும்","அமுகங்களும்"
"sutalaimaatan","சுடலைமாடன்","சுடம்மமானார்"
"naadukadattha","நாடுகடத்த","நாடுகடத்த"
"mickii","மிக்கி","மிக்கி"
"cholvathu","சொல்வது","செல்வது"
"qiits","கீட்ஸ்","கிட்ட்"
"shipper","செய்பவர்","சிப்பான்"
"kadidhangalai","கடிதங்களை","கடித்தங்களை"
"vakuththathu","வகுத்தது","வகுத்தது"
"weylsh","வெல்ஷ்","வெய்லி"
"gorrila","கொரில்லா","கொண்ணியா"
"tokaiyin","தொகையின்","டேகையின்"
"paeq","பேக்","பேக்"
"sandhyaa","சந்தியா","சந்தியா"
"ashram","ஆசிரமம்","அச்ராம்"
"jane","ஜேன்","மார்"
"siridhalavu","சிறிதளவு","சிறிதலால்"
"kurainthae","குறைந்தே","குறைந்தே"
"bauroon","போரான்","பாரின்"
"isaikkaruviyai","இசைக்கருவியை","இசைக்கருவியை"
"kiuba","கியூபா","கில்பா"
"kol","கொள்","கால்"
"saey","சேய்","சாய்"
"surrullaap","சுற்றுலாப்","சுற்றும்ளாப்"
"aayvum","ஆய்வும்","ஆய்வும்"
"kaardu","சிம்","காண்டு"
"ezhuthiyullathu","எழுதியுள்ளது","எழுதியுள்ளது"
"thamilagap","தமிழகப்","தமிழகப்"
"piranthana","பிறந்தன","பிரந்தன"
"cork","கார்க்","சாங்"
"kuurappatirukkum","கூறப்பட்டிருக்கும்","கூறப்பட்டிருக்கும்"
"thira","திற","திர"
"piththappai","பித்தப்பை","பித்தப்பை"
"alavugalum","அளவுகளும்","அளவுகளும்"
"uraiyaadalkalil","உரையாடல்களில்","உறையாடல்களில்"
"naagareegangalil","நாகரீகங்களில்","நாகரிகங்களில்"
"taklus","டக்ளஸ்","டக்குஸ்"
"mudindhdhapoathu","முடிந்தபோது","முடித்தபோது"
"seyarpaadugalil","செயற்பாடுகளில்","செயற்பாடுகளில்"
"kuutamum","கூட்டமும்","கூடலும்"
"laapaththai","லாபத்தை","மாபத்தை"
"vedikkach","வெடிக்கச்","வெடிக்கச்"
"magaadhaevi","மகாதேவி","மகாதேவி"
"marunthil","மருந்தில்","மருந்தில்"
"rassian","ரஷ்யன்","ராசியன்"
"thangakudiya","தாங்கக்கூடிய","தங்கக்குடிய"
"qarachii","கராச்சி","கரசி"
"srinivasa","சீனிவாச","ஸ்ரீரிவா"
"yoakam","யோகம்","யோகம்"
"muyanrum","முயன்றும்","முயற்றும்"
"sum","சம்","சும்"
"karumpalahaiyil","கரும்பலகையில்","கரும்பலையைல்"
"chaaminaathan","சாமிநாதன்","சாமினாதன்"
"elakiri","ஏலகிரி","இலகினி"
"dailar","டைலர்","டியான்"
"paaluuttikalil","பாலூட்டிகளில்","பாலுட்டிகளில்"
"uruvaakkamum","உருவாக்கமும்","உருவாக்களும்"
"makizhunthu","மகிழுந்து","மகிழுந்து"
"veel","வீல்","வீல்"
"kadidhathil","கடிதத்தில்","கடிதத்தில்"
"innoayai","இந்நோயை","இந்நோயை"
"bii","பீ","பி"
"aniitaa","அனிதா","அரிடா"
"thodarpukalum","தொடர்புகளும்","தொடர்புகளும்"
"nikazhththa","நிகழ்த்த","நிகழ்த்த"
"naattraththai","நாற்றத்தை","நாற்றத்தை"
"thodarpudan","தொடர்புடன்","தொடர்புடன்"
"tuurbauu","டர்போ","துர்பம்"
"veezhnthathu","வீழ்ந்தது","வீழ்ந்தது"
"suthamaana","சுத்தமான","சுதலான"
"mauhamad","முஹம்மத்","மலமாட்"
"columbu","கொழும்பின்","செலம்பு"
"pacq","பேக்","பாக்க்"
"prachurankal","பிரசுரங்கள்","பிரசுறங்கள்"
"angkeekariththu","அங்கீகரித்து","அங்கோகதித்து"
"ponnaiyum","பொன்னையும்","பெண்ணையும்"
"othar","இதர","எத்தன்"
"baee","பை","பே"
"thankich","தங்கிச்","தங்கிச்"
"pradhaesa","மத்தியப்","பிரதேச"
"agaththi","அகத்தி","அகத்தி"
"unavugalil","உணவுகளில்","உறவுகளில்"
"mudinthapoathu","முடிந்தபோது","முடித்தபோது"
"kampenikal","கம்பெனிகள்","கம்பீரிகள்"
"kuraindavai","குறைந்தவை","குறைந்தவை"
"ramachchandiran","ராமச்சந்திரன்","ராசச்சந்திரன்"
"pae","பை","பா"
"ketadhu","கேட்டது","கொட்டது"
"thoolaith","தூளைத்","தூலைத்"
"irumputh","இரும்புத்","இரும்புத்"
"karumpalagaiyil","கரும்பலகையில்","கரும்பல்பளையில்"
"uuree","யூரி","ஜூரி"
"purivadhu","புரிவது","புரிவது"
"tae","டை","டே"
"veechuvatharku","வீசுவதற்கு","வீசுவதற்கு"
"malarmaalai","மலர்மாலை","மலர்சாமை"
"adikkadik","அடிக்கடிக்","அடிக்கதிக்"
"dhurkkai","துர்க்கை","துங்கை"
"porulaaka","பொருளாக","பொருளாக"
"kuraindhavargal","குறைந்தவர்கள்","குறைந்தவர்கள்"
"saivargal","சைவர்கள்","சைவர்கள்"
"paantavarkal","பாண்டவர்கள்","பாண்டவர்கள்"
"vaelaiyin","வேலையின்","வேளையின்"
"amchankalum","அம்சங்களும்","அச்சங்களும்"
"thuvangappatta","துவங்கப்பட்ட","துவங்கப்பட்ட"
"kuuttu","கூத்து","குட்டு"
"indralavum","இன்றளவும்","இன்றவவும்"
"yoosanaikal","யோசனைகள்","யூசனைகள்"
"aasiramam","ஆசிரமம்","ஆசிரமம்"
"peruvatharkaaga","பெறுவதற்காக","பெருவதற்காக"
"vaelaigalum","வேலைகளும்","வேளைகளும்"
